name,url,cr,type,size,ac,hp,align,legendary,source,release_date,str,dex,con,int,wis,cha,fly_speed,swim_speed,type_grouped,align_grouped,source_grouped
noble,https://www.aidedd.org/dnd/monstres.php?vo=noble,0.125,humanoid (any race),Medium,15,9,any alignment,0,Monster Manual (SRD),12/01/2016,11.0,12.0,11.0,12.0,14.0,16.0,0,0,humanoid,Neutral,Monster Manual (SRD)
nothic,https://www.aidedd.org/dnd/monstres.php?vo=nothic,2.0,aberration,Medium,15,45,neutral evil,0,Monster Manual,30/09/2014,14.0,16.0,16.0,13.0,10.0,8.0,0,0,aberration,Evil,Monster Manual
nupperibo,,0.5,fiend (devil),Medium,13,11,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,16.0,11.0,13.0,3.0,8.0,1.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
nycaloth,https://www.aidedd.org/dnd/monstres.php?vo=nycaloth,9.0,fiend (yugoloth),Large,18,123,neutral evil,0,Monster Manual (BR),03/07/2014,20.0,11.0,19.0,12.0,10.0,15.0,1,0,fiend,Evil,Monster Manual (BR)
oblex-spawn,,0.25,ooze,Tiny,13,18,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,8.0,16.0,15.0,14.0,11.0,10.0,0,0,ooze,Evil,Mordenkainen's Tome of Foes
ochre-jelly,https://www.aidedd.org/dnd/monstres.php?vo=ochre-jelly,2.0,ooze,Large,8,45,unaligned,0,Monster Manual (SRD),12/01/2016,15.0,6.0,14.0,2.0,6.0,1.0,0,0,ooze,Unaligned,Monster Manual (SRD)
octopus,https://www.aidedd.org/dnd/monstres.php?vo=octopus,0.0,beast,Small,12,3,unaligned,0,Monster Manual (SRD),12/01/2016,4.0,15.0,11.0,3.0,10.0,4.0,0,1,beast,Unaligned,Monster Manual (SRD)
ogre,https://www.aidedd.org/dnd/monstres.php?vo=ogre,2.0,giant,Large,11,59,chaotic evil,0,Monster Manual (SRD),12/01/2016,19.0,8.0,16.0,5.0,7.0,7.0,0,0,giant,Evil,Monster Manual (SRD)
ogre-battering-ram,,4.0,giant,Large,14,59,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,8.0,16.0,5.0,7.0,7.0,0,0,giant,Evil,Mordenkainen's Tome of Foes
ogre-bolt-launcher,,2.0,giant,Large,13,59,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,12.0,16.0,5.0,7.0,7.0,0,0,giant,Evil,Mordenkainen's Tome of Foes
ogre-chain-brute,,3.0,giant,Large,11,59,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,8.0,16.0,5.0,7.0,7.0,0,0,giant,Evil,Mordenkainen's Tome of Foes
ogre-howdah,,2.0,giant,Large,13,59,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,8.0,16.0,5.0,7.0,7.0,0,0,giant,Evil,Mordenkainen's Tome of Foes
ogre-zombie,https://www.aidedd.org/dnd/monstres.php?vo=ogre-zombie,2.0,undead,Large,8,85,neutral evil,0,Monster Manual (SRD),12/01/2016,19.0,6.0,18.0,3.0,6.0,5.0,0,0,undead,Evil,Monster Manual (SRD)
ogremoch,,20.0,elemental,Gargantuan,20,526,neutral evil,0,Adventures (Princes of the Apocalypse),07/04/2015,26.0,11.0,28.0,11.0,15.0,22.0,0,0,elemental,Evil,Adventures
oinoloth,,12.0,fiend (yugoloth),Medium,17,126,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,17.0,18.0,17.0,16.0,19.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
olhydra,,18.0,elemental,Huge,18,324,neutral evil,0,Adventures (Princes of the Apocalypse),07/04/2015,21.0,22.0,24.0,17.0,18.0,23.0,0,1,elemental,Evil,Adventures
oni,https://www.aidedd.org/dnd/monstres.php?vo=oni,7.0,giant,Large,16,110,lawful evil,0,Monster Manual (SRD),12/01/2016,19.0,11.0,16.0,14.0,12.0,15.0,1,0,giant,Evil,Monster Manual (SRD)
orc,https://www.aidedd.org/dnd/monstres.php?vo=orc,0.5,humanoid (orc),Medium,13,15,chaotic evil,0,Monster Manual (SRD),12/01/2016,16.0,12.0,16.0,7.0,11.0,10.0,0,0,humanoid,Evil,Monster Manual (SRD)
orc-blade-of-ilneval,,4.0,humanoid (orc),Medium,18,60,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,17.0,11.0,17.0,10.0,12.0,14.0,0,0,humanoid,Evil,Volo's Guide to Monsters
orc-claw-of-luthic,,2.0,humanoid (orc),Medium,14,45,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,14.0,15.0,16.0,10.0,15.0,11.0,0,0,humanoid,Evil,Volo's Guide to Monsters
orc-eye-of-gruumsh,https://www.aidedd.org/dnd/monstres.php?vo=orc-eye-of-gruumsh,2.0,humanoid (orc),Medium,16,45,chaotic evil,0,Monster Manual (BR),03/07/2014,16.0,12.0,16.0,9.0,13.0,12.0,0,0,humanoid,Evil,Monster Manual (BR)
orc-hand-of-yurtrus,,2.0,humanoid (orc),Medium,12,30,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,12.0,11.0,16.0,11.0,14.0,9.0,0,0,humanoid,Evil,Volo's Guide to Monsters
orc-red-fang-of-shargaas,,3.0,humanoid (orc),Medium,15,52,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,11.0,16.0,15.0,9.0,11.0,9.0,0,0,humanoid,Evil,Volo's Guide to Monsters
orc-war-chief,,4.0,humanoid (orc),Medium,16,93,chaotic evil,0,Monster Manual,30/09/2014,18.0,12.0,18.0,11.0,11.0,16.0,0,0,humanoid,Evil,Monster Manual
orcus,https://www.aidedd.org/dnd/monstres.php?vo=orcus,26.0,fiend (demon),Huge,17,405,chaotic evil,1,Mordenkainen's Tome of Foes,29/05/2018,27.0,14.0,25.0,20.0,20.0,25.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
orog,https://www.aidedd.org/dnd/monstres.php?vo=orog,2.0,humanoid (orc),Medium,18,42,chaotic evil,0,Monster Manual (BR),03/07/2014,18.0,12.0,18.0,12.0,11.0,12.0,0,0,humanoid,Evil,Monster Manual (BR)
orthon,,10.0,fiend (devil),Large,17,105,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,22.0,16.0,21.0,15.0,15.0,16.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
otyugh,https://www.aidedd.org/dnd/monstres.php?vo=otyugh,5.0,aberration,Large,14,114,neutral,0,Monster Manual (SRD),12/01/2016,16.0,11.0,19.0,6.0,13.0,6.0,0,0,aberration,Neutral,Monster Manual (SRD)
owl,https://www.aidedd.org/dnd/monstres.php?vo=owl,0.0,beast,Tiny,11,1,unaligned,0,Monster Manual (SRD),12/01/2016,3.0,13.0,8.0,2.0,12.0,7.0,1,0,beast,Unaligned,Monster Manual (SRD)
owlbear,https://www.aidedd.org/dnd/monstres.php?vo=owlbear,3.0,monstrosity,Large,13,59,unaligned,0,Monster Manual (SRD),12/01/2016,20.0,12.0,17.0,3.0,12.0,7.0,0,0,monstrosity,Unaligned,Monster Manual (SRD)
panther,https://www.aidedd.org/dnd/monstres.php?vo=panther,0.25,beast,Medium,12,13,unaligned,0,Monster Manual (SRD),12/01/2016,14.0,15.0,10.0,3.0,14.0,7.0,0,0,beast,Unaligned,Monster Manual (SRD)
pegasus,https://www.aidedd.org/dnd/monstres.php?vo=pegasus,2.0,celestial,Large,12,59,chaotic good,0,Monster Manual (SRD),12/01/2016,18.0,15.0,16.0,10.0,15.0,13.0,1,0,celestial,Good,Monster Manual (SRD)
pentadrone,,2.0,construct,Large,16,32,lawful neutral,0,Monster Manual,30/09/2014,15.0,14.0,12.0,10.0,10.0,13.0,0,0,construct,Neutral,Monster Manual
peryton,https://www.aidedd.org/dnd/monstres.php?vo=peryton,2.0,monstrosity,Medium,13,33,chaotic evil,0,Monster Manual (BR),03/07/2014,16.0,12.0,13.0,9.0,12.0,10.0,1,0,monstrosity,Evil,Monster Manual (BR)
phase-spider,https://www.aidedd.org/dnd/monstres.php?vo=phase-spider,3.0,monstrosity,Large,13,32,unaligned,0,Monster Manual (SRD),12/01/2016,15.0,15.0,12.0,6.0,10.0,6.0,0,0,monstrosity,Unaligned,Monster Manual (SRD)
phoenix,,16.0,elemental,Gargantuan,18,175,neutral,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,26.0,25.0,2.0,21.0,18.0,1,0,elemental,Neutral,Mordenkainen's Tome of Foes
piercer,https://www.aidedd.org/dnd/monstres.php?vo=piercer,0.5,monstrosity,Medium,15,22,unaligned,0,Monster Manual (BR),03/07/2014,10.0,13.0,16.0,1.0,7.0,3.0,0,0,monstrosity,Unaligned,Monster Manual (BR)
pit-fiend,https://www.aidedd.org/dnd/monstres.php?vo=pit-fiend,20.0,fiend (devil),Large,19,300,lawful evil,0,Monster Manual (SRD),12/01/2016,26.0,14.0,24.0,22.0,18.0,24.0,1,0,fiend,Evil,Monster Manual (SRD)
pixie,,0.25,fey,Tiny,15,1,neutral good,0,Monster Manual,30/09/2014,2.0,20.0,8.0,10.0,14.0,15.0,1,0,fey,Good,Monster Manual
planetar,https://www.aidedd.org/dnd/monstres.php?vo=planetar,16.0,celestial,Large,19,200,lawful good,0,Monster Manual (SRD),12/01/2016,24.0,20.0,24.0,19.0,22.0,25.0,1,0,celestial,Good,Monster Manual (SRD)
plesiosaurus,https://www.aidedd.org/dnd/monstres.php?vo=plesiosaurus,2.0,beast,Large,13,68,unaligned,0,Monster Manual (SRD),12/01/2016,18.0,15.0,16.0,2.0,12.0,5.0,0,1,beast,Unaligned,Monster Manual (SRD)
poisonous-snake,https://www.aidedd.org/dnd/monstres.php?vo=poisonous-snake,0.125,beast,Tiny,13,2,unaligned,0,Monster Manual (SRD),12/01/2016,2.0,16.0,11.0,1.0,10.0,3.0,0,1,beast,Unaligned,Monster Manual (SRD)
polar-bear,https://www.aidedd.org/dnd/monstres.php?vo=polar-bear,2.0,beast,Large,12,42,unaligned,0,Monster Manual (SRD),12/01/2016,20.0,10.0,16.0,2.0,13.0,7.0,0,1,beast,Unaligned,Monster Manual (SRD)
pony,https://www.aidedd.org/dnd/monstres.php?vo=pony,0.125,beast,Medium,10,11,unaligned,0,Monster Manual (SRD),12/01/2016,15.0,10.0,13.0,2.0,11.0,7.0,0,0,beast,Unaligned,Monster Manual (SRD)
priest,https://www.aidedd.org/dnd/monstres.php?vo=priest,2.0,humanoid (any race),Medium,13,27,any alignment,0,Monster Manual (SRD),12/01/2016,10.0,10.0,12.0,13.0,16.0,13.0,0,0,humanoid,Neutral,Monster Manual (SRD)
pseudodragon,https://www.aidedd.org/dnd/monstres.php?vo=pseudodragon,0.25,dragon,Tiny,13,7,neutral good,0,Monster Manual (SRD),12/01/2016,6.0,15.0,13.0,10.0,12.0,10.0,1,0,dragon,Good,Monster Manual (SRD)
pterafolk,,1.0,monstrosity,Large,12,26,neutral evil,0,Adventures (Tomb of Annihilation),19/09/2017,15.0,13.0,12.0,9.0,10.0,11.0,1,0,monstrosity,Evil,Adventures
pteranodon,https://www.aidedd.org/dnd/monstres.php?vo=pteranodon,0.25,beast,Medium,13,13,unaligned,0,Monster Manual (SRD),12/01/2016,12.0,15.0,10.0,2.0,9.0,5.0,1,0,beast,Unaligned,Monster Manual (SRD)
purple-worm,https://www.aidedd.org/dnd/monstres.php?vo=purple-worm,15.0,monstrosity,Gargantuan,18,247,unaligned,0,Monster Manual (SRD),12/01/2016,28.0,7.0,22.0,1.0,8.0,4.0,0,0,monstrosity,Unaligned,Monster Manual (SRD)
purple-wormling,,2.0,monstrosity,Large,12,42,unaligned,0,Adventures (Storm King's Thunder),06/09/2016,16.0,7.0,16.0,1.0,6.0,2.0,0,0,monstrosity,Unaligned,Adventures
quadrone,,1.0,construct,Medium,16,22,lawful neutral,0,Monster Manual,30/09/2014,12.0,14.0,12.0,10.0,10.0,11.0,1,0,construct,Neutral,Monster Manual
quaggoth,,2.0,humanoid (quaggoth),Medium,13,45,chaotic neutral,0,Monster Manual,30/09/2014,17.0,12.0,16.0,6.0,12.0,7.0,0,0,humanoid,Neutral,Monster Manual
quaggoth-spore-servant,,1.0,plant,Medium,13,45,unaligned,0,Monster Manual,30/09/2014,17.0,12.0,16.0,2.0,6.0,1.0,0,0,plant,Unaligned,Monster Manual
quasit,https://www.aidedd.org/dnd/monstres.php?vo=quasit,1.0,"fiend (demon, shapechanger)",Tiny,13,7,chaotic evil,0,Monster Manual (SRD),12/01/2016,5.0,17.0,10.0,7.0,10.0,10.0,0,0,fiend,Evil,Monster Manual (SRD)
quetzalcoatlus,https://www.aidedd.org/dnd/monstres.php?vo=quetzalcoatlus,2.0,beast,Huge,13,30,unaligned,0,Volo's Guide to Monsters,15/11/2016,15.0,13.0,13.0,2.0,10.0,5.0,1,0,beast,Unaligned,Volo's Guide to Monsters
quickling,,1.0,fey,Tiny,16,10,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,4.0,23.0,13.0,10.0,12.0,7.0,0,0,fey,Evil,Volo's Guide to Monsters
quipper,https://www.aidedd.org/dnd/monstres.php?vo=quipper,0.0,beast,Tiny,13,1,unaligned,0,Monster Manual (SRD),12/01/2016,2.0,16.0,9.0,1.0,7.0,2.0,0,1,beast,Unaligned,Monster Manual (SRD)
rakshasa,https://www.aidedd.org/dnd/monstres.php?vo=rakshasa,13.0,fiend,Medium,16,110,lawful evil,0,Monster Manual (SRD),12/01/2016,14.0,17.0,18.0,13.0,16.0,20.0,0,0,fiend,Evil,Monster Manual (SRD)
rat,https://www.aidedd.org/dnd/monstres.php?vo=rat,0.0,beast,Tiny,10,1,unaligned,0,Monster Manual (SRD),12/01/2016,2.0,11.0,9.0,2.0,10.0,4.0,0,0,beast,Unaligned,Monster Manual (SRD)
raven,https://www.aidedd.org/dnd/monstres.php?vo=raven,0.0,beast,Tiny,12,1,unaligned,0,Monster Manual (SRD),12/01/2016,2.0,14.0,8.0,2.0,12.0,6.0,1,0,beast,Unaligned,Monster Manual (SRD)
reaper-of-bhaal,,2.0,humanoid (human),Medium,15,27,chaotic evil,0,Adventures (Descent into Avernus),17/09/2019,11.0,20.0,13.0,15.0,12.0,16.0,0,0,humanoid,Evil,Adventures
red-abishai,,19.0,fiend (devil),Medium,22,255,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,23.0,16.0,19.0,14.0,15.0,19.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
red-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=red-dragon-wyrmling,4.0,dragon,Medium,17,75,chaotic evil,0,Monster Manual (SRD),12/01/2016,19.0,10.0,17.0,12.0,11.0,15.0,1,0,dragon,Evil,Monster Manual (SRD)
red-slaad,,5.0,aberration,Large,14,93,chaotic neutral,0,Monster Manual,30/09/2014,16.0,12.0,16.0,6.0,6.0,7.0,0,0,aberration,Neutral,Monster Manual
redcap,,3.0,fey,Small,13,45,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,18.0,13.0,18.0,10.0,12.0,9.0,0,0,fey,Evil,Volo's Guide to Monsters
reef-manta-ray,https://www.aidedd.org/dnd/monstres.php?vo=reef-manta-ray,0.5,beast,Large,12,16,unaligned,0,Extra (AideDD),,13.0,12.0,12.0,1.0,12.0,4.0,0,1,beast,Unaligned,Extra
reef-shark,https://www.aidedd.org/dnd/monstres.php?vo=reef-shark,0.5,beast,Medium,12,22,unaligned,0,Monster Manual (SRD),12/01/2016,14.0,13.0,13.0,1.0,10.0,4.0,0,1,beast,Unaligned,Monster Manual (SRD)
remorhaz,https://www.aidedd.org/dnd/monstres.php?vo=remorhaz,11.0,monstrosity,Huge,17,195,unaligned,0,Monster Manual (SRD),12/01/2016,24.0,13.0,21.0,4.0,10.0,5.0,0,0,monstrosity,Unaligned,Monster Manual (SRD)
retriever,,14.0,construct,Large,19,210,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,22.0,16.0,20.0,3.0,11.0,4.0,0,0,construct,Evil,Mordenkainen's Tome of Foes
revenant,https://www.aidedd.org/dnd/monstres.php?vo=revenant,5.0,undead,Medium,13,136,neutral,0,Monster Manual (BR),03/07/2014,18.0,14.0,18.0,13.0,16.0,18.0,0,0,undead,Neutral,Monster Manual (BR)
rhinoceros,https://www.aidedd.org/dnd/monstres.php?vo=rhinoceros,2.0,beast,Large,11,45,unaligned,0,Monster Manual (SRD),12/01/2016,21.0,8.0,15.0,2.0,12.0,6.0,0,0,beast,Unaligned,Monster Manual (SRD)
riding-horse,https://www.aidedd.org/dnd/monstres.php?vo=riding-horse,0.25,beast,Large,10,13,unaligned,0,Monster Manual (SRD),12/01/2016,16.0,10.0,12.0,2.0,11.0,7.0,0,0,beast,Unaligned,Monster Manual (SRD)
roc,https://www.aidedd.org/dnd/monstres.php?vo=roc,11.0,monstrosity,Gargantuan,15,248,unaligned,0,Monster Manual (SRD),12/01/2016,28.0,10.0,20.0,3.0,10.0,9.0,1,0,monstrosity,Unaligned,Monster Manual (SRD)
roper,https://www.aidedd.org/dnd/monstres.php?vo=roper,5.0,monstrosity,Large,20,93,neutral evil,0,Monster Manual (SRD),12/01/2016,18.0,8.0,17.0,7.0,16.0,6.0,0,0,monstrosity,Evil,Monster Manual (SRD)
rot-troll,,9.0,giant,Large,16,138,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,18.0,13.0,22.0,5.0,8.0,4.0,0,0,giant,Evil,Mordenkainen's Tome of Foes
rug-of-smothering,https://www.aidedd.org/dnd/monstres.php?vo=rug-of-smothering,2.0,construct,Large,12,33,unaligned,0,Monster Manual (SRD),12/01/2016,17.0,14.0,10.0,1.0,3.0,1.0,0,0,construct,Unaligned,Monster Manual (SRD)
rust-monster,https://www.aidedd.org/dnd/monstres.php?vo=rust-monster,0.5,monstrosity,Medium,14,27,unaligned,0,Monster Manual (SRD),12/01/2016,13.0,12.0,13.0,2.0,13.0,6.0,0,0,monstrosity,Unaligned,Monster Manual (SRD)
rutterkin,,2.0,fiend (demon),Medium,12,37,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,14.0,15.0,17.0,5.0,12.0,6.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
saber-toothed-tiger,https://www.aidedd.org/dnd/monstres.php?vo=saber-toothed-tiger,2.0,beast,Large,12,52,unaligned,0,Monster Manual (SRD),12/01/2016,18.0,14.0,15.0,3.0,12.0,8.0,0,0,beast,Unaligned,Monster Manual (SRD)
sahuagin,https://www.aidedd.org/dnd/monstres.php?vo=sahuagin,0.5,humanoid (sahuagin),Medium,12,22,lawful evil,0,Monster Manual (SRD),12/01/2016,13.0,11.0,12.0,12.0,13.0,9.0,0,1,humanoid,Evil,Monster Manual (SRD)
sahuagin-baron,,5.0,humanoid (sahuagin),Large,16,76,lawful evil,0,Monster Manual,30/09/2014,19.0,15.0,16.0,14.0,13.0,17.0,0,1,humanoid,Evil,Monster Manual
sahuagin-priestess,,2.0,humanoid (sahuagin),Medium,12,33,lawful evil,0,Monster Manual,30/09/2014,13.0,11.0,12.0,12.0,14.0,13.0,0,1,humanoid,Evil,Monster Manual
salamander,https://www.aidedd.org/dnd/monstres.php?vo=salamander,5.0,elemental,Large,15,90,neutral evil,0,Monster Manual (SRD),12/01/2016,18.0,14.0,15.0,11.0,10.0,12.0,0,0,elemental,Evil,Monster Manual (SRD)
satyr,https://www.aidedd.org/dnd/monstres.php?vo=satyr,0.5,fey,Medium,14,31,chaotic neutral,0,Monster Manual (SRD),12/01/2016,12.0,16.0,11.0,12.0,10.0,14.0,0,0,fey,Neutral,Monster Manual (SRD)
scarecrow,,1.0,construct,Medium,11,36,chaotic evil,0,Monster Manual,30/09/2014,11.0,13.0,11.0,10.0,10.0,13.0,0,0,construct,Evil,Monster Manual
scorpion,https://www.aidedd.org/dnd/monstres.php?vo=scorpion,0.0,beast,Tiny,11,1,unaligned,0,Monster Manual (SRD),12/01/2016,2.0,11.0,8.0,1.0,8.0,2.0,0,0,beast,Unaligned,Monster Manual (SRD)
scout,https://www.aidedd.org/dnd/monstres.php?vo=scout,0.5,humanoid (any race),Medium,13,16,any alignment,0,Monster Manual (SRD),12/01/2016,11.0,14.0,12.0,11.0,13.0,11.0,0,0,humanoid,Neutral,Monster Manual (SRD)
sea-hag,https://www.aidedd.org/dnd/monstres.php?vo=sea-hag,2.0,fey,Medium,14,52,chaotic evil,0,Monster Manual (SRD),12/01/2016,16.0,13.0,16.0,12.0,12.0,13.0,0,1,fey,Evil,Monster Manual (SRD)
sea-horse,https://www.aidedd.org/dnd/monstres.php?vo=sea-horse,0.0,beast,Tiny,11,1,unaligned,0,Monster Manual (SRD),12/01/2016,1.0,12.0,8.0,1.0,10.0,2.0,0,1,beast,Unaligned,Monster Manual (SRD)
sea-spawn,,1.0,humanoid,Medium,11,32,neutral evil,0,Volo's Guide to Monsters,15/11/2016,15.0,8.0,15.0,6.0,10.0,8.0,0,1,humanoid,Evil,Volo's Guide to Monsters
shadow,https://www.aidedd.org/dnd/monstres.php?vo=shadow,0.5,undead,Medium,12,16,chaotic evil,0,Monster Manual (SRD),12/01/2016,6.0,14.0,13.0,6.0,10.0,8.0,0,0,undead,Evil,Monster Manual (SRD)
shadow-dancer,,7.0,humanoid (elf),Medium,15,71,neutral,0,Mordenkainen's Tome of Foes,29/05/2018,12.0,16.0,13.0,11.0,12.0,12.0,0,0,humanoid,Neutral,Mordenkainen's Tome of Foes
shadow-demon,https://www.aidedd.org/dnd/monstres.php?vo=shadow-demon,4.0,fiend (demon),Medium,13,66,chaotic evil,0,Monster Manual (BR),03/07/2014,1.0,17.0,12.0,14.0,13.0,14.0,1,0,fiend,Evil,Monster Manual (BR)
shadow-mastiff,,2.0,monstrosity,Medium,12,33,neutral evil,0,Volo's Guide to Monsters,15/11/2016,16.0,14.0,13.0,5.0,12.0,5.0,0,0,monstrosity,Evil,Volo's Guide to Monsters
shambling-mound,https://www.aidedd.org/dnd/monstres.php?vo=shambling-mound,5.0,plant,Large,15,136,unaligned,0,Monster Manual (SRD),12/01/2016,18.0,8.0,16.0,5.0,10.0,5.0,0,1,plant,Unaligned,Monster Manual (SRD)
shield-guardian,https://www.aidedd.org/dnd/monstres.php?vo=shield-guardian,7.0,construct,Large,17,142,unaligned,0,Monster Manual (SRD),12/01/2016,18.0,8.0,18.0,7.0,10.0,3.0,0,0,construct,Unaligned,Monster Manual (SRD)
shoosuva,,8.0,fiend (demon),Large,14,110,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,18.0,13.0,17.0,7.0,14.0,9.0,0,0,fiend,Evil,Volo's Guide to Monsters
shrieker,https://www.aidedd.org/dnd/monstres.php?vo=shrieker,0.0,plant,Medium,5,13,unaligned,0,Monster Manual (SRD),12/01/2016,1.0,1.0,10.0,1.0,3.0,1.0,0,0,plant,Unaligned,Monster Manual (SRD)
sibriex,https://www.aidedd.org/dnd/monstres.php?vo=sibriex,18.0,fiend (demon),Huge,19,150,chaotic evil,1,Mordenkainen's Tome of Foes,29/05/2018,10.0,3.0,23.0,25.0,24.0,25.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
silver-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=silver-dragon-wyrmling,2.0,dragon,Medium,17,45,lawful good,0,Monster Manual (SRD),12/01/2016,19.0,10.0,17.0,12.0,11.0,15.0,1,0,dragon,Good,Monster Manual (SRD)
skeleton,https://www.aidedd.org/dnd/monstres.php?vo=skeleton,0.25,undead,Medium,13,13,lawful evil,0,Monster Manual (SRD),12/01/2016,10.0,14.0,15.0,6.0,8.0,5.0,0,0,undead,Evil,Monster Manual (SRD)
skulk,,0.5,humanoid,Medium,14,18,chaotic neutral,0,Mordenkainen's Tome of Foes,29/05/2018,6.0,19.0,10.0,10.0,7.0,1.0,0,0,humanoid,Neutral,Mordenkainen's Tome of Foes
skull-lasher-of-myrkul,,1.0,humanoid (human),Medium,12,32,neutral evil,0,Adventures (Descent into Avernus),17/09/2019,10.0,14.0,15.0,16.0,13.0,10.0,0,0,humanoid,Evil,Adventures
skull-lord,,15.0,undead,Medium,18,105,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,14.0,16.0,17.0,16.0,15.0,21.0,0,0,undead,Evil,Mordenkainen's Tome of Foes
slaad-tadpole,,0.125,aberration,Tiny,12,10,chaotic neutral,0,Monster Manual,30/09/2014,7.0,15.0,10.0,3.0,5.0,3.0,0,0,aberration,Neutral,Monster Manual
slithering-tracker,https://www.aidedd.org/dnd/monstres.php?vo=slithering-tracker,3.0,ooze,Medium,14,32,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,16.0,19.0,15.0,10.0,14.0,11.0,0,1,ooze,Evil,Volo's Guide to Monsters
smoke-mephit,https://www.aidedd.org/dnd/monstres.php?vo=smoke-mephit,0.25,elemental,Small,12,22,neutral evil,0,Monster Manual (SRD),12/01/2016,6.0,14.0,12.0,10.0,10.0,11.0,1,0,elemental,Evil,Monster Manual (SRD)
solar,https://www.aidedd.org/dnd/monstres.php?vo=solar,21.0,celestial,Large,21,243,lawful good,1,Monster Manual (SRD),12/01/2016,26.0,22.0,26.0,25.0,25.0,30.0,1,0,celestial,Good,Monster Manual (SRD)
soul-monger,,11.0,humanoid (elf),Medium,15,123,neutral,0,Mordenkainen's Tome of Foes,29/05/2018,8.0,17.0,14.0,19.0,15.0,13.0,0,0,humanoid,Neutral,Mordenkainen's Tome of Foes
spawn-of-kyuss,,5.0,undead,Medium,10,76,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,16.0,11.0,18.0,5.0,7.0,3.0,0,0,undead,Evil,Volo's Guide to Monsters
spectator,https://www.aidedd.org/dnd/monstres.php?vo=spectator,3.0,aberration,Medium,14,39,lawful neutral,0,Monster Manual,30/09/2014,8.0,14.0,14.0,13.0,14.0,11.0,1,0,aberration,Neutral,Monster Manual
specter,https://www.aidedd.org/dnd/monstres.php?vo=specter,1.0,undead,Medium,12,22,chaotic evil,0,Monster Manual (SRD),12/01/2016,1.0,14.0,11.0,10.0,10.0,11.0,1,0,undead,Evil,Monster Manual (SRD)
spellcaster-healer-lvl-1,,0.0,humanoid (any race),Medium,12,9,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,15.0,14.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spellcaster-healer-lvl-2,,0.0,humanoid (any race),Medium,12,13,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,15.0,14.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spellcaster-healer-lvl-3,,0.0,humanoid (any race),Medium,12,18,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,15.0,14.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spellcaster-healer-lvl-4,,0.0,humanoid (any race),Medium,12,22,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,15.0,16.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spellcaster-healer-lvl-5,,0.0,humanoid (any race),Medium,12,27,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,15.0,16.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spellcaster-healer-lvl-6,,0.0,humanoid (any race),Medium,12,31,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,15.0,16.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spellcaster-mage-lvl-1,,0.0,humanoid (any race),Medium,12,9,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,15.0,14.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spellcaster-mage-lvl-2,,0.0,humanoid (any race),Medium,12,13,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,15.0,14.0,13.0,0,0,humanoid,Neutral,Essentials Kit
